symbol,number,multiplicity,wyckoff,site_symmetry,coordinates
P 4 c c,380,2.0,b,4..,"(1/2,1/2,z) (1/2,1/2,z+1/2)"
P 4 c c,380,2.0,a,4..,"(0,0,z) (0,0,z+1/2)"
P 4 n c,381,8.0,c,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (x+1/2,-y+1/2,z+1/2) (-x+1/2,y+1/2,z+1/2) (-y+1/2,-x+1/2,z+1/2) (y+1/2,x+1/2,z+1/2)"
P 4 n c,381,4.0,b,2..,"(0,1/2,z) (1/2,0,z) (1/2,0,z+1/2) (0,1/2,z+1/2)"
P 4 n c,381,2.0,a,4..,"(0,0,z) (1/2,1/2,z+1/2)"
P 42 m c,382,8.0,f,1,"(x,y,z) (-x,-y,z) (-y,x,z+1/2) (y,-x,z+1/2) (x,-y,z) (-x,y,z) (-y,-x,z+1/2) (y,x,z+1/2)"
P 42 m c,382,4.0,e,.m.,"(x,1/2,z) (-x,1/2,z) (1/2,x,z+1/2) (1/2,-x,z+1/2)"
P 42 m c,382,4.0,d,.m.,"(x,0,z) (-x,0,z) (0,x,z+1/2) (0,-x,z+1/2)"
P 42 m c,382,2.0,c,2mm.,"(0,1/2,z) (1/2,0,z+1/2)"
P 42 m c,382,2.0,b,2mm.,"(1/2,1/2,z) (1/2,1/2,z+1/2)"
P 42 m c,382,2.0,a,2mm.,"(0,0,z) (0,0,z+1/2)"
P 42 b c,383,8.0,c,1,"(x,y,z) (-x,-y,z) (-y,x,z+1/2) (y,-x,z+1/2) (x+1/2,-y+1/2,z) (-x+1/2,y+1/2,z) (-y+1/2,-x+1/2,z+1/2) (y+1/2,x+1/2,z+1/2)"
P 42 b c,383,4.0,b,2..,"(0,1/2,z) (1/2,0,z+1/2) (1/2,0,z) (0,1/2,z+1/2)"
P 42 b c,383,4.0,a,2..,"(0,0,z) (0,0,z+1/2) (1/2,1/2,z) (1/2,1/2,z+1/2)"
I 4 m m,384,16.0,e,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (x,-y,z) (-x,y,z) (-y,-x,z) (y,x,z)"
I 4 m m,384,8.0,d,.m.,"(x,0,z) (-x,0,z) (0,x,z) (0,-x,z)"
I 4 m m,384,8.0,c,..m,"(x,x,z) (-x,-x,z) (-x,x,z) (x,-x,z)"
I 4 m m,384,4.0,b,2mm.,"(0,1/2,z) (1/2,0,z)"
I 4 m m,384,2.0,a,4mm,"(0,0,z)"
I 4 c m,385,16.0,d,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (x,-y,z+1/2) (-x,y,z+1/2) (-y,-x,z+1/2) (y,x,z+1/2)"
I 4 c m,385,8.0,c,..m,"(x,x+1/2,z) (-x,-x+1/2,z) (-x+1/2,x,z) (x+1/2,-x,z)"
I 4 c m,385,4.0,b,2.mm,"(1/2,0,z) (0,1/2,z)"
I 4 c m,385,4.0,a,4..,"(0,0,z) (0,0,z+1/2)"
I 41 m d,386,16.0,c,1,"(x,y,z) (-x+1/2,-y+1/2,z+1/2) (-y,x+1/2,z+1/4) (y+1/2,-x,z+3/4) (x,-y,z) (-x+1/2,y+1/2,z+1/2) (-y,-x+1/2,z+1/4) (y+1/2,x,z+3/4)"
I 41 m d,386,8.0,b,.m.,"(0,y,z) (1/2,-y+1/2,z+1/2) (-y,1/2,z+1/4) (y+1/2,0,z+3/4)"
I 41 m d,386,4.0,a,2mm.,"(0,0,z) (0,1/2,z+1/4)"
I 41 c d,387,16.0,b,1,"(x,y,z) (-x+1/2,-y+1/2,z+1/2) (-y,x+1/2,z+1/4) (y+1/2,-x,z+3/4) (x,-y,z+1/2) (-x+1/2,y+1/2,z) (-y,-x+1/2,z+3/4) (y+1/2,x,z+1/4)"
I 41 c d,387,8.0,a,2..,"(0,0,z) (0,1/2,z+1/4) (0,0,z+1/2) (0,1/2,z+3/4)"
P -4 2 m,388,8.0,o,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x,y,-z) (x,-y,-z) (-y,-x,z) (y,x,z)"
P -4 2 m,388,4.0,n,..m,"(x,x,z) (-x,-x,z) (x,-x,-z) (-x,x,-z)"
P -4 2 m,388,4.0,m,2..,"(0,1/2,z) (1/2,0,-z) (0,1/2,-z) (1/2,0,z)"
P -4 2 m,388,4.0,l,.2.,"(x,1/2,0) (-x,1/2,0) (1/2,-x,0) (1/2,x,0)"
P -4 2 m,388,4.0,k,.2.,"(x,0,1/2) (-x,0,1/2) (0,-x,1/2) (0,x,1/2)"
P -4 2 m,388,4.0,j,.2.,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,-x,1/2) (1/2,x,1/2)"
P -4 2 m,388,4.0,i,.2.,"(x,0,0) (-x,0,0) (0,-x,0) (0,x,0)"
P -4 2 m,388,2.0,h,2.mm,"(1/2,1/2,z) (1/2,1/2,-z)"
P -4 2 m,388,2.0,g,2.mm,"(0,0,z) (0,0,-z)"
P -4 2 m,388,2.0,f,222,"(1/2,0,1/2) (0,1/2,1/2)"
P -4 2 m,388,2.0,e,222,"(1/2,0,0) (0,1/2,0)"
P -4 2 m,388,1.0,d,-42m,"(1/2,1/2,0)"
P -4 2 m,388,1.0,c,-42m,"(0,0,1/2)"
P -4 2 m,388,1.0,b,-42m,"(1/2,1/2,1/2)"
P -4 2 m,388,1.0,a,-42m,"(0,0,0)"
P -4 2 c,389,8.0,n,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x,y,-z+1/2) (x,-y,-z+1/2) (-y,-x,z+1/2) (y,x,z+1/2)"
P -4 2 c,389,4.0,m,2..,"(0,1/2,z) (1/2,0,-z) (0,1/2,-z+1/2) (1/2,0,z+1/2)"
P -4 2 c,389,4.0,l,2..,"(1/2,1/2,z) (1/2,1/2,-z) (1/2,1/2,-z+1/2) (1/2,1/2,z+1/2)"
P -4 2 c,389,4.0,k,2..,"(0,0,z) (0,0,-z) (0,0,-z+1/2) (0,0,z+1/2)"
P -4 2 c,389,4.0,j,.2.,"(0,y,1/4) (0,-y,1/4) (y,0,3/4) (-y,0,3/4)"
P -4 2 c,389,4.0,i,.2.,"(x,1/2,1/4) (-x,1/2,1/4) (1/2,-x,3/4) (1/2,x,3/4)"
P -4 2 c,389,4.0,h,.2.,"(1/2,y,1/4) (1/2,-y,1/4) (y,1/2,3/4) (-y,1/2,3/4)"
P -4 2 c,389,4.0,g,.2.,"(x,0,1/4) (-x,0,1/4) (0,-x,3/4) (0,x,3/4)"
P -4 2 c,389,2.0,f,-4..,"(1/2,1/2,0) (1/2,1/2,1/2)"
P -4 2 c,389,2.0,e,-4..,"(0,0,0) (0,0,1/2)"
P -4 2 c,389,2.0,d,222,"(0,1/2,1/4) (1/2,0,3/4)"
P -4 2 c,389,2.0,c,222,"(1/2,1/2,1/4) (1/2,1/2,3/4)"
P -4 2 c,389,2.0,b,222,"(1/2,0,1/4) (0,1/2,3/4)"
P -4 2 c,389,2.0,a,222,"(0,0,1/4) (0,0,3/4)"
P -4 21 m,390,8.0,f,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x+1/2,y+1/2,-z) (x+1/2,-y+1/2,-z) (-y+1/2,-x+1/2,z) (y+1/2,x+1/2,z)"
P -4 21 m,390,4.0,e,..m,"(x,x+1/2,z) (-x,-x+1/2,z) (x+1/2,-x,-z) (-x+1/2,x,-z)"
P -4 21 m,390,4.0,d,2..,"(0,0,z) (0,0,-z) (1/2,1/2,-z) (1/2,1/2,z)"
P -4 21 m,390,2.0,c,2.mm,"(0,1/2,z) (1/2,0,-z)"
P -4 21 m,390,2.0,b,-4..,"(0,0,1/2) (1/2,1/2,1/2)"
P -4 21 m,390,2.0,a,-4..,"(0,0,0) (1/2,1/2,0)"
P -4 21 c,391,8.0,e,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x+1/2,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z+1/2) (-y+1/2,-x+1/2,z+1/2) (y+1/2,x+1/2,z+1/2)"
P -4 21 c,391,4.0,d,2..,"(0,1/2,z) (1/2,0,-z) (1/2,0,-z+1/2) (0,1/2,z+1/2)"
P -4 21 c,391,4.0,c,2..,"(0,0,z) (0,0,-z) (1/2,1/2,-z+1/2) (1/2,1/2,z+1/2)"
P -4 21 c,391,2.0,b,-4..,"(0,0,1/2) (1/2,1/2,0)"
P -4 21 c,391,2.0,a,-4..,"(0,0,0) (1/2,1/2,1/2)"
P -4 m 2,392,8.0,l,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x,-y,z) (-x,y,z) (y,x,-z) (-y,-x,-z)"
P -4 m 2,392,4.0,k,.m.,"(x,1/2,z) (-x,1/2,z) (1/2,-x,-z) (1/2,x,-z)"
P -4 m 2,392,4.0,j,.m.,"(x,0,z) (-x,0,z) (0,-x,-z) (0,x,-z)"
P -4 m 2,392,4.0,i,..2,"(x,x,1/2) (-x,-x,1/2) (x,-x,1/2) (-x,x,1/2)"
P -4 m 2,392,4.0,h,..2,"(x,x,0) (-x,-x,0) (x,-x,0) (-x,x,0)"
P -4 m 2,392,2.0,g,2mm.,"(0,1/2,z) (1/2,0,-z)"
P -4 m 2,392,2.0,f,2mm.,"(1/2,1/2,z) (1/2,1/2,-z)"
P -4 m 2,392,2.0,e,2mm.,"(0,0,z) (0,0,-z)"
P -4 m 2,392,1.0,d,-4m2,"(0,0,1/2)"
P -4 m 2,392,1.0,c,-4m2,"(1/2,1/2,1/2)"
P -4 m 2,392,1.0,b,-4m2,"(1/2,1/2,0)"
P -4 m 2,392,1.0,a,-4m2,"(0,0,0)"
P -4 c 2,393,8.0,j,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x,-y,z+1/2) (-x,y,z+1/2) (y,x,-z+1/2) (-y,-x,-z+1/2)"
P -4 c 2,393,4.0,i,2..,"(0,1/2,z) (1/2,0,-z) (0,1/2,z+1/2) (1/2,0,-z+1/2)"
P -4 c 2,393,4.0,h,2..,"(1/2,1/2,z) (1/2,1/2,-z) (1/2,1/2,z+1/2) (1/2,1/2,-z+1/2)"
P -4 c 2,393,4.0,g,2..,"(0,0,z) (0,0,-z) (0,0,z+1/2) (0,0,-z+1/2)"
P -4 c 2,393,4.0,f,..2,"(x,x,3/4) (-x,-x,3/4) (x,-x,1/4) (-x,x,1/4)"
P -4 c 2,393,4.0,e,..2,"(x,x,1/4) (-x,-x,1/4) (x,-x,3/4) (-x,x,3/4)"
P -4 c 2,393,2.0,d,-4..,"(1/2,1/2,0) (1/2,1/2,1/2)"
P -4 c 2,393,2.0,c,-4..,"(0,0,0) (0,0,1/2)"
P -4 c 2,393,2.0,b,2.22,"(1/2,1/2,1/4) (1/2,1/2,3/4)"
P -4 c 2,393,2.0,a,2.22,"(0,0,1/4) (0,0,3/4)"
P -4 b 2,394,8.0,i,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x+1/2,-y+1/2,z) (-x+1/2,y+1/2,z) (y+1/2,x+1/2,-z) (-y+1/2,-x+1/2,-z)"
P -4 b 2,394,4.0,h,..2,"(x,x+1/2,1/2) (-x,-x+1/2,1/2) (x+1/2,-x,1/2) (-x+1/2,x,1/2)"
P -4 b 2,394,4.0,g,..2,"(x,x+1/2,0) (-x,-x+1/2,0) (x+1/2,-x,0) (-x+1/2,x,0)"
P -4 b 2,394,4.0,f,2..,"(0,1/2,z) (1/2,0,-z) (1/2,0,z) (0,1/2,-z)"
P -4 b 2,394,4.0,e,2..,"(0,0,z) (0,0,-z) (1/2,1/2,z) (1/2,1/2,-z)"
P -4 b 2,394,2.0,d,2.22,"(0,1/2,1/2) (1/2,0,1/2)"
P -4 b 2,394,2.0,c,2.22,"(0,1/2,0) (1/2,0,0)"
P -4 b 2,394,2.0,b,-4..,"(0,0,1/2) (1/2,1/2,1/2)"
P -4 b 2,394,2.0,a,-4..,"(0,0,0) (1/2,1/2,0)"
P -4 n 2,395,8.0,i,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x+1/2,-y+1/2,z+1/2) (-x+1/2,y+1/2,z+1/2) (y+1/2,x+1/2,-z+1/2) (-y+1/2,-x+1/2,-z+1/2)"
P -4 n 2,395,4.0,h,2..,"(0,1/2,z) (1/2,0,-z) (1/2,0,z+1/2) (0,1/2,-z+1/2)"
P -4 n 2,395,4.0,g,..2,"(x,x+1/2,1/4) (-x,-x+1/2,1/4) (x+1/2,-x,3/4) (-x+1/2,x,3/4)"
P -4 n 2,395,4.0,f,..2,"(x,-x+1/2,1/4) (-x,x+1/2,1/4) (-x+1/2,-x,3/4) (x+1/2,x,3/4)"
P -4 n 2,395,4.0,e,2..,"(0,0,z) (0,0,-z) (1/2,1/2,z+1/2) (1/2,1/2,-z+1/2)"
P -4 n 2,395,2.0,d,2.22,"(0,1/2,3/4) (1/2,0,1/4)"
P -4 n 2,395,2.0,c,2.22,"(0,1/2,1/4) (1/2,0,3/4)"
P -4 n 2,395,2.0,b,-4..,"(0,0,1/2) (1/2,1/2,0)"
P -4 n 2,395,2.0,a,-4..,"(0,0,0) (1/2,1/2,1/2)"
I -4 m 2,396,16.0,j,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x,-y,z) (-x,y,z) (y,x,-z) (-y,-x,-z)"
I -4 m 2,396,8.0,i,.m.,"(x,0,z) (-x,0,z) (0,-x,-z) (0,x,-z)"
I -4 m 2,396,8.0,h,..2,"(x,x+1/2,1/4) (-x,-x+1/2,1/4) (x+1/2,-x,3/4) (-x+1/2,x,3/4)"
I -4 m 2,396,8.0,g,..2,"(x,x,0) (-x,-x,0) (x,-x,0) (-x,x,0)"
I -4 m 2,396,4.0,f,2mm.,"(0,1/2,z) (1/2,0,-z)"
I -4 m 2,396,4.0,e,2mm.,"(0,0,z) (0,0,-z)"
I -4 m 2,396,2.0,d,-4m2,"(0,1/2,3/4)"
I -4 m 2,396,2.0,c,-4m2,"(0,1/2,1/4)"
I -4 m 2,396,2.0,b,-4m2,"(0,0,1/2)"
I -4 m 2,396,2.0,a,-4m2,"(0,0,0)"
I -4 c 2,397,16.0,i,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (x,-y,z+1/2) (-x,y,z+1/2) (y,x,-z+1/2) (-y,-x,-z+1/2)"
I -4 c 2,397,8.0,h,..2,"(x,x+1/2,0) (-x,-x+1/2,0) (x+1/2,-x,0) (-x+1/2,x,0)"
I -4 c 2,397,8.0,g,2..,"(0,1/2,z) (1/2,0,-z) (0,1/2,z+1/2) (1/2,0,-z+1/2)"
I -4 c 2,397,8.0,f,2..,"(0,0,z) (0,0,-z) (0,0,z+1/2) (0,0,-z+1/2)"
I -4 c 2,397,8.0,e,..2,"(x,x,1/4) (-x,-x,1/4) (x,-x,3/4) (-x,x,3/4)"
I -4 c 2,397,4.0,d,2.22,"(0,1/2,0) (1/2,0,0)"
I -4 c 2,397,4.0,c,-4..,"(0,1/2,1/4) (0,1/2,3/4)"
I -4 c 2,397,4.0,b,-4..,"(0,0,0) (0,0,1/2)"
I -4 c 2,397,4.0,a,2.22,"(0,0,1/4) (0,0,3/4)"
I -4 2 m,398,16.0,j,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x,y,-z) (x,-y,-z) (-y,-x,z) (y,x,z)"
I -4 2 m,398,8.0,i,..m,"(x,x,z) (-x,-x,z) (x,-x,-z) (-x,x,-z)"
I -4 2 m,398,8.0,h,2..,"(0,1/2,z) (1/2,0,-z) (0,1/2,-z) (1/2,0,z)"
I -4 2 m,398,8.0,g,.2.,"(x,0,1/2) (-x,0,1/2) (0,-x,1/2) (0,x,1/2)"
I -4 2 m,398,8.0,f,.2.,"(x,0,0) (-x,0,0) (0,-x,0) (0,x,0)"
I -4 2 m,398,4.0,e,2.mm,"(0,0,z) (0,0,-z)"
I -4 2 m,398,4.0,d,-4..,"(0,1/2,1/4) (0,1/2,3/4)"
I -4 2 m,398,4.0,c,222,"(0,1/2,0) (1/2,0,0)"
I -4 2 m,398,2.0,b,-42m,"(0,0,1/2)"
I -4 2 m,398,2.0,a,-42m,"(0,0,0)"
I -4 2 d,399,16.0,e,1,"(x,y,z) (-x,-y,z) (y,-x,-z) (-y,x,-z) (-x+1/2,y,-z+3/4) (x+1/2,-y,-z+3/4) (-y+1/2,-x,z+3/4) (y+1/2,x,z+3/4)"
I -4 2 d,399,8.0,d,.2.,"(x,1/4,1/8) (-x,3/4,1/8) (1/4,-x,7/8) (3/4,x,7/8)"
I -4 2 d,399,8.0,c,2..,"(0,0,z) (0,0,-z) (1/2,0,-z+3/4) (1/2,0,z+3/4)"
I -4 2 d,399,4.0,b,-4..,"(0,0,1/2) (1/2,0,1/4)"
I -4 2 d,399,4.0,a,-4..,"(0,0,0) (1/2,0,3/4)"
P 4/m 2/m 2/m,400,16.0,u,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (-x,y,-z) (x,-y,-z) (y,x,-z) (-y,-x,-z) (-x,-y,-z) (x,y,-z) (y,-x,-z) (-y,x,-z) (x,-y,z) (-x,y,z) (-y,-x,z) (y,x,z)"
P 4/m 2/m 2/m,400,8.0,t,.m.,"(x,1/2,z) (-x,1/2,z) (1/2,x,z) (1/2,-x,z) (-x,1/2,-z) (x,1/2,-z) (1/2,x,-z) (1/2,-x,-z)"
P 4/m 2/m 2/m,400,8.0,s,.m.,"(x,0,z) (-x,0,z) (0,x,z) (0,-x,z) (-x,0,-z) (x,0,-z) (0,x,-z) (0,-x,-z)"
P 4/m 2/m 2/m,400,8.0,r,..m,"(x,x,z) (-x,-x,z) (-x,x,z) (x,-x,z) (-x,x,-z) (x,-x,-z) (x,x,-z) (-x,-x,-z)"
P 4/m 2/m 2/m,400,8.0,q,m..,"(x,y,1/2) (-x,-y,1/2) (-y,x,1/2) (y,-x,1/2) (-x,y,1/2) (x,-y,1/2) (y,x,1/2) (-y,-x,1/2)"
P 4/m 2/m 2/m,400,8.0,p,m..,"(x,y,0) (-x,-y,0) (-y,x,0) (y,-x,0) (-x,y,0) (x,-y,0) (y,x,0) (-y,-x,0)"
P 4/m 2/m 2/m,400,4.0,o,m2m.,"(x,1/2,1/2) (-x,1/2,1/2) (1/2,x,1/2) (1/2,-x,1/2)"
P 4/m 2/m 2/m,400,4.0,n,m2m.,"(x,1/2,0) (-x,1/2,0) (1/2,x,0) (1/2,-x,0)"
P 4/m 2/m 2/m,400,4.0,m,m2m.,"(x,0,1/2) (-x,0,1/2) (0,x,1/2) (0,-x,1/2)"
P 4/m 2/m 2/m,400,4.0,l,m2m.,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0)"
P 4/m 2/m 2/m,400,4.0,k,m.2m,"(x,x,1/2) (-x,-x,1/2) (-x,x,1/2) (x,-x,1/2)"
P 4/m 2/m 2/m,400,4.0,j,m.2m,"(x,x,0) (-x,-x,0) (-x,x,0) (x,-x,0)"
P 4/m 2/m 2/m,400,4.0,i,2mm.,"(0,1/2,z) (1/2,0,z) (0,1/2,-z) (1/2,0,-z)"
P 4/m 2/m 2/m,400,2.0,h,4mm,"(1/2,1/2,z) (1/2,1/2,-z)"
P 4/m 2/m 2/m,400,2.0,g,4mm,"(0,0,z) (0,0,-z)"
P 4/m 2/m 2/m,400,2.0,f,mmm.,"(0,1/2,0) (1/2,0,0)"
P 4/m 2/m 2/m,400,2.0,e,mmm.,"(0,1/2,1/2) (1/2,0,1/2)"
P 4/m 2/m 2/m,400,1.0,d,4/mmm,"(1/2,1/2,1/2)"
P 4/m 2/m 2/m,400,1.0,c,4/mmm,"(1/2,1/2,0)"
P 4/m 2/m 2/m,400,1.0,b,4/mmm,"(0,0,1/2)"
P 4/m 2/m 2/m,400,1.0,a,4/mmm,"(0,0,0)"
P 4/m 2/c 2/c,401,16.0,n,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (-x,y,-z+1/2) (x,-y,-z+1/2) (y,x,-z+1/2) (-y,-x,-z+1/2) (-x,-y,-z) (x,y,-z) (y,-x,-z) (-y,x,-z) (x,-y,z+1/2) (-x,y,z+1/2) (-y,-x,z+1/2) (y,x,z+1/2)"
P 4/m 2/c 2/c,401,8.0,m,m..,"(x,y,0) (-x,-y,0) (-y,x,0) (y,-x,0) (-x,y,1/2) (x,-y,1/2) (y,x,1/2) (-y,-x,1/2)"
P 4/m 2/c 2/c,401,8.0,l,.2.,"(x,1/2,1/4) (-x,1/2,1/4) (1/2,x,1/4) (1/2,-x,1/4) (-x,1/2,3/4) (x,1/2,3/4) (1/2,-x,3/4) (1/2,x,3/4)"
P 4/m 2/c 2/c,401,8.0,k,.2.,"(x,0,1/4) (-x,0,1/4) (0,x,1/4) (0,-x,1/4) (-x,0,3/4) (x,0,3/4) (0,-x,3/4) (0,x,3/4)"
P 4/m 2/c 2/c,401,8.0,j,..2,"(x,x,1/4) (-x,-x,1/4) (-x,x,1/4) (x,-x,1/4) (-x,-x,3/4) (x,x,3/4) (x,-x,3/4) (-x,x,3/4)"
P 4/m 2/c 2/c,401,8.0,i,2..,"(0,1/2,z) (1/2,0,z) (0,1/2,-z+1/2) (1/2,0,-z+1/2) (0,1/2,-z) (1/2,0,-z) (0,1/2,z+1/2) (1/2,0,z+1/2)"
P 4/m 2/c 2/c,401,4.0,h,4..,"(1/2,1/2,z) (1/2,1/2,-z+1/2) (1/2,1/2,-z) (1/2,1/2,z+1/2)"
P 4/m 2/c 2/c,401,4.0,g,4..,"(0,0,z) (0,0,-z+1/2) (0,0,-z) (0,0,z+1/2)"
P 4/m 2/c 2/c,401,4.0,f,222,"(0,1/2,1/4) (1/2,0,1/4) (0,1/2,3/4) (1/2,0,3/4)"
P 4/m 2/c 2/c,401,4.0,e,2/m..,"(0,1/2,0) (1/2,0,0) (0,1/2,1/2) (1/2,0,1/2)"
P 4/m 2/c 2/c,401,2.0,d,4/m..,"(1/2,1/2,0) (1/2,1/2,1/2)"
P 4/m 2/c 2/c,401,2.0,c,422,"(1/2,1/2,1/4) (1/2,1/2,3/4)"
P 4/m 2/c 2/c,401,2.0,b,4/m..,"(0,0,0) (0,0,1/2)"
P 4/m 2/c 2/c,401,2.0,a,422,"(0,0,1/4) (0,0,3/4)"
P 4/n 2/b 2/m,402,16.0,n,1,"(x,y,z) (-x,-y,z) (-y,x,z) (y,-x,z) (-x,y,-z) (x,-y,-z) (y,x,-z) (-y,-x,-z) (-x+1/2,-y+1/2,-z) (x+1/2,y+1/2,-z) (y+1/2,-x+1/2,-z) (-y+1/2,x+1/2,-z) (x+1/2,-y+1/2,z) (-x+1/2,y+1/2,z) (-y+1/2,-x+1/2,z) (y+1/2,x+1/2,z)"
P 4/n 2/b 2/m,402,8.0,m,..m,"(x,x+1/2,z) (-x,-x+1/2,z) (-x+1/2,x,z) (x+1/2,-x,z) (-x,x+1/2,-z) (x,-x+1/2,-z) (x+1/2,x,-z) (-x+1/2,-x,-z)"
P 4/n 2/b 2/m,402,8.0,l,.2.,"(x,0,1/2) (-x,0,1/2) (0,x,1/2) (0,-x,1/2) (-x+1/2,1/2,1/2) (x+1/2,1/2,1/2) (1/2,-x+1/2,1/2) (1/2,x+1/2,1/2)"
P 4/n 2/b 2/m,402,8.0,k,.2.,"(x,0,0) (-x,0,0) (0,x,0) (0,-x,0) (-x+1/2,1/2,0) (x+1/2,1/2,0) (1/2,-x+1/2,0) (1/2,x+1/2,0)"
P 4/n 2/b 2/m,402,8.0,j,..2,"(x,x,1/2) (-x,-x,1/2) (-x,x,1/2) (x,-x,1/2) (-x+1/2,-x+1/2,1/2) (x+1/2,x+1/2,1/2) (x+1/2,-x+1/2,1/2) (-x+1/2,x+1/2,1/2)"
P 4/n 2/b 2/m,402,8.0,i,..2,"(x,x,0) (-x,-x,0) (-x,x,0) (x,-x,0) (-x+1/2,-x+1/2,0) (x+1/2,x+1/2,0) (x+1/2,-x+1/2,0) (-x+1/2,x+1/2,0)"
P 4/n 2/b 2/m,402,4.0,h,2.mm,"(0,1/2,z) (1/2,0,z) (0,1/2,-z) (1/2,0,-z)"
P 4/n 2/b 2/m,402,4.0,g,4..,"(0,0,z) (0,0,-z) (1/2,1/2,-z) (1/2,1/2,z)"
P 4/n 2/b 2/m,402,4.0,f,..2/m,"(1/4,1/4,1/2) (3/4,3/4,1/2) (3/4,1/4,1/2) (1/4,3/4,1/2)"
P 4/n 2/b 2/m,402,4.0,e,..2/m,"(1/4,1/4,0) (3/4,3/4,0) (3/4,1/4,0) (1/4,3/4,0)"
P 4/n 2/b 2/m,402,2.0,d,-42m,"(0,1/2,1/2) (1/2,0,1/2)"
P 4/n 2/b 2/m,402,2.0,c,-42m,"(0,1/2,0) (1/2,0,0)"
P 4/n 2/b 2/m,402,2.0,b,422,"(0,0,1/2) (1/2,1/2,1/2)"
P 4/n 2/b 2/m,402,2.0,a,422,"(0,0,0) (1/2,1/2,0)"
P 4/n 2/b 2/m,403,16.0,n,1,"(x,y,z) (-x+1/2,-y+1/2,z) (-y+1/2,x,z) (y,-x+1/2,z) (-x+1/2,y,-z) (x,-y+1/2,-z) (y,x,-z) (-y+1/2,-x+1/2,-z) (-x,-y,-z) (x+1/2,y+1/2,-z) (y+1/2,-x,-z) (-y,x+1/2,-z) (x+1/2,-y,z) (-x,y+1/2,z) (-y,-x,z) (y+1/2,x+1/2,z)"
P 4/n 2/b 2/m,403,8.0,m,..m,"(x,-x,z) (-x+1/2,x+1/2,z) (x+1/2,x,z) (-x,-x+1/2,z) (-x+1/2,-x,-z) (x,x+1/2,-z) (-x,x,-z) (x+1/2,-x+1/2,-z)"
P 4/n 2/b 2/m,403,8.0,l,.2.,"(x,1/4,1/2) (-x+1/2,1/4,1/2) (1/4,x,1/2) (1/4,-x+1/2,1/2) (-x,3/4,1/2) (x+1/2,3/4,1/2) (3/4,-x,1/2) (3/4,x+1/2,1/2)"
P 4/n 2/b 2/m,403,8.0,k,.2.,"(x,1/4,0) (-x+1/2,1/4,0) (1/4,x,0) (1/4,-x+1/2,0) (-x,3/4,0) (x+1/2,3/4,0) (3/4,-x,0) (3/4,x+1/2,0)"
P 4/n 2/b 2/m,403,8.0,j,..2,"(x,x,1/2) (-x+1/2,-x+1/2,1/2) (-x+1/2,x,1/2) (x,-x+1/2,1/2) (-x,-x,1/2) (x+1/2,x+1/2,1/2) (x+1/2,-x,1/2) (-x,x+1/2,1/2)"
P 4/n 2/b 2/m,403,8.0,i,..2,"(x,x,0) (-x+1/2,-x+1/2,0) (-x+1/2,x,0) (x,-x+1/2,0) (-x,-x,0) (x+1/2,x+1/2,0) (x+1/2,-x,0) (-x,x+1/2,0)"
P 4/n 2/b 2/m,403,4.0,h,2.mm,"(3/4,1/4,z) (1/4,3/4,z) (3/4,1/4,-z) (1/4,3/4,-z)"
P 4/n 2/b 2/m,403,4.0,g,4..,"(1/4,1/4,z) (1/4,1/4,-z) (3/4,3/4,-z) (3/4,3/4,z)"
P 4/n 2/b 2/m,403,4.0,f,..2/m,"(0,0,1/2) (1/2,1/2,1/2) (1/2,0,1/2) (0,1/2,1/2)"
P 4/n 2/b 2/m,403,4.0,e,..2/m,"(0,0,0) (1/2,1/2,0) (1/2,0,0) (0,1/2,0)"
P 4/n 2/b 2/m,403,2.0,d,-42m,"(3/4,1/4,1/2) (1/4,3/4,1/2)"
P 4/n 2/b 2/m,403,2.0,c,-42m,"(3/4,1/4,0) (1/4,3/4,0)"
P 4/n 2/b 2/m,403,2.0,b,422,"(1/4,1/4,1/2) (3/4,3/4,1/2)"
P 4/n 2/b 2/m,403,2.0,a,422,"(1/4,1/4,0) (3/4,3/4,0)"
